id,text,url,mixtral,processed_gpe,predicted_model,heirarchical_without_sm_geonames,more_flag_h,mixtral_spacy,svm_1,local_path
00047.jsonl.gz-12287584,Ibis Budget Luxembourg Aeroport : Toilet- very small.,https://media-cdn.tripadvisor.com/media/photo-s/05/3a/11/a5/ibis-budget-luxembourg.jpg,luxembourg,luxembourg aeroport : toilet- small.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00047.jsonl.gz-12287584.jpg
00121.jsonl.gz-15892800,"Room in Villa with Private Toilet, Luxembourg",https://a0.muscache.com/im/pictures/3c72f0cd-e2d5-4561-b984-b2c3619579f9.jpg?im_w=720,luxembourg,Villa_Luxembourg,sm,"united states_congo, the democratic republic of the_haiti_peru_greece_luxembourg_saint vincent and the grenadines_norway_antigua and barbuda_jamaica_philippines_russian federation_cuba_estonia_south africa_equatorial guinea_australia_costa rica_canada_spain_italy_mexico_hungary_switzerland",True,luxembourg,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00121.jsonl.gz-15892800.jpg
00018.jsonl.gz-9378959,"Sheraton Grand Macao Hotel, Cotai Central : Lovely, oversized Bathroom with sep. shower and toilet room, lots of towels, Bliss products, 2 s",https://media-cdn.tripadvisor.com/media/photo-s/05/bc/b4/1c/sheraton-macao-hotel.jpg,macao,"hotel, cotai : lovely, sep. room, towels, products, 2",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00018.jsonl.gz-9378959.jpg
00112.jsonl.gz-1660863,"Guest room toilet in Relais de la Reine Lodge, Madagascar, showing shower cubicle, toilet and sink/vanity area - Stock Image",https://c8.alamy.com/comp/DDJHMF/guest-room-toilet-in-relais-de-la-reine-lodge-madagascar-showing-shower-DDJHMF.jpg,madagascar,Madagascar,sm,mexico_zimbabwe_madagascar,True,madagascar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00112.jsonl.gz-1660863.jpg
00107.jsonl.gz-13962422,Lokanga Boutique Hotel: Toilet in room. Was fine for us but closed bathroom on hotel main floor if one needs more privac,https://media-cdn.tripadvisor.com/media/photo-s/06/53/39/75/lokanga-boutique-hotel.jpg,madagascar,lokanga boutique hotel: room. privac,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00107.jsonl.gz-13962422.jpg
00098.jsonl.gz-16880264,toilet and bathroom of Tanjung Bulat Jungle Camp,http://www.mysabah.com/images/2015/20150712_31.jpg,malaysia,tanjung bulat,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00098.jsonl.gz-16880264.jpg
00020.jsonl.gz-7664935,A Malaysian Solution. Why get a new toilet when the porcelain top breaks? The styrofoam box it came in works fine,https://experimentalexpats.files.wordpress.com/2016/08/image40.jpeg?w=625&h=469,malaysia,solution. breaks? styrofoam,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00020.jsonl.gz-7664935.jpg
00012.jsonl.gz-8016430,Simple decoration of the toilet with fresh rose flower petals at Ramada KLCC,https://2.bp.blogspot.com/-u996OnZF5Fc/W5TsiTeprpI/AAAAAAADbgw/NYwWpmnwMA0_sRyPWdiCLtkZwasWUSnLgCLcBGAs/s640/Ramada-Suite-KLCC-ramadaklcc-review-tourwithwyndham-withGalaxy-GalaxyNote9-Note9-10.JPG,malaysia,petals klcc,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00012.jsonl.gz-8016430.jpg
00086.jsonl.gz-11279398,Holiday Inn Male - Toilet,http://blog.maldivescomplete.com/wp-content/uploads/2015/10/HolidayInnMaleToilet_43B6102E.jpg,maldives,-,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00086.jsonl.gz-11279398.jpg
00040.jsonl.gz-16961918,MALDIVES BLUE FORCE ONE Master Suite toilet jacuzzi RESIZED.jpg,https://images.squarespace-cdn.com/content/54641879e4b020c7034837ac/1512944540928-E31ZGUQ44ZGFR8B1SIU2/MALDIVES+BLUE+FORCE+ONE+Master+Suite+toilet+jacuzzi+RESIZED.jpg?content-type=image%2Fjpeg,maldives,maldives jacuzzi resized.jpg,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00040.jsonl.gz-16961918.jpg
00123.jsonl.gz-8816993,"- Print 3 Pcss Bathroom Rug Set Contour Mat Toilet Seat Cover,School of Powder Blue Tang Fishes in the Coral Reef Maldives Deep Seas with Aqua Blue and Yellow,decorate bathroom,entrance door,kitchen,",https://images-na.ssl-images-amazon.com/images/I/51eoSdYVx0L.jpg,maldives,"- 3 pcss cover,school fishes maldives seas yellow,decorate bathroom,entrance door,kitchen,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00123.jsonl.gz-8816993.jpg
00005.jsonl.gz-1539901,"Toilet facilities, Enndé, Dogon Country, Mali, Africa",https://notesfromcamelidcountry.files.wordpress.com/2013/09/img_5909.jpg?w=676&,mali,Dogon Country_Mali,sm,"tanzania, united republic of_congo, the democratic republic of the_sierra leone_mozambique_nepal_guinea_mali_china_liberia_sweden_belarus_pakistan_nigeria_zimbabwe_kenya_indonesia_india_myanmar_central african republic_taiwan, province of china_congo_cameroon",True,mali,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00005.jsonl.gz-1539901.jpg
00112.jsonl.gz-4179100,A2 MALI (6+1): bathroom with toilet,https://media-cdn.tripadvisor.com/media/vr-splice-l/02/92/36/9e.jpg,mali,a2 (6+1):,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00112.jsonl.gz-4179100.jpg
00061.jsonl.gz-10381336,Mali 1(4+1): bathroom with toilet,https://media-cdn.tripadvisor.com/media/vr-splice-j/02/24/23/69.jpg,mali,Mali,md,"tanzania, united republic of_congo, the democratic republic of the_sierra leone_mozambique_nepal_guinea_mali_china_liberia_sweden_belarus_pakistan_nigeria_zimbabwe_kenya_indonesia_india_myanmar_central african republic_taiwan, province of china_congo_cameroon",True,mali,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00061.jsonl.gz-10381336.jpg
00041.jsonl.gz-13149983,Toilet apartment Mosta,http://islandproperties.com.mt/wp-content/uploads/2016/01/454-9454-450x386.jpg,malta,Mosta,md,mexico_malta_russian federation_sweden,True,malta,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00041.jsonl.gz-13149983.jpg
00117.jsonl.gz-5453182,home toilet design pictures home bathroom design malta simple bathroom designs 2016 bathroom,http://t0.gstatic.com/images?q=tbn:ANd9GcRT_BHjljuwaJp-rgvm_SlxBYLojUGKA8E8iIvc3FjhdnQbSgJp,malta,pictures malta designs 2016,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00117.jsonl.gz-5453182.jpg
00073.jsonl.gz-17050078,Home Decoration View one The Residential Houses in mdina Traditional Maltese Toilet Cover Stickers W6 x L8,https://images-na.ssl-images-amazon.com/images/I/51PsmyANlhL.jpg,malta,mdina,trf,south africa,False,south africa,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00073.jsonl.gz-17050078.jpg
00061.jsonl.gz-13097693,Mauritius Toilet Close Coupled,https://cdn.shopify.com/s/files/1/0014/4172/6523/products/MIDDLETONCC-545x545_480x480.jpg?v=1542316414,mauritius,Mauritius,lg,mauritius_south africa,True,mauritius,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00061.jsonl.gz-13097693.jpg
00039.jsonl.gz-2381539,Guest Toilet - Real Estate Agency Mauritius,"https://static.wixstatic.com/media/779968_3db88416159e4b7e8fcf6309e768c5c5~mv2.jpg/v1/fill/w_648,h_864,fp_0.50_0.50,q_90/779968_3db88416159e4b7e8fcf6309e768c5c5~mv2.jpg",mauritius,Mauritius,lg,mauritius_south africa,True,mauritius,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00039.jsonl.gz-2381539.jpg
00086.jsonl.gz-13497861,"Upscale Mexican Residence - Bathroom with shower stall and toilet, Punta de Mita, Riviera Nayarit, Mexico",https://t4.thpservices.com/previewimage/gallil/0306259e0cd82e0159bb80ec34352694/we141787.jpg,mexico,Mexico,sm,"mexico_united states_italy_united arab emirates_bolivia, plurinational state of_jamaica_belize_australia_philippines_zimbabwe",True,mexico,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00086.jsonl.gz-13497861.jpg
00014.jsonl.gz-9722175,COLOURFUL MEXICAN TOILET von John Mitchell,https://www.artflakes.com/artwork/products/961263/cols/puebla040.jpg?1345048539,mexico,colourful von,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00014.jsonl.gz-9722175.jpg
00095.jsonl.gz-18111480,KOHLER Bancroft Mexican Sand 1.6-GPF (6.06-LPF) 12-in Rough-In Single-Flush Toilet Tank,http://mobileimages.lowes.com/product/converted/650531/650531241641.jpg,mexico,kohler bancroft 1.6-gpf (6.06-lpf) 12-in rough-in single-flush,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00095.jsonl.gz-18111480.jpg
00021.jsonl.gz-16557034,Bathroom sanitary ware Finished Mongolia black stone made eastern Western style toilet,http://sc01.alicdn.com/kf/HTB1Ydkrgx6I8KJjSszfq6yZVXXai/Bathroom-sanitary-ware-Finished-Mongolia-black-stone.jpg_220x220.jpg,mongolia,Mongolia,trf,philippines_canada_mongolia,True,mongolia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00021.jsonl.gz-16557034.jpg
00005.jsonl.gz-8362135,"Toilet @ Train from UB to Sainshand/Gobi Desert, Mongolia",https://live.staticflickr.com/6035/6253617795_1488481d20_n.jpg,mongolia,UB_Mongolia,sm,canada_spain_serbia_philippines_mongolia,True,mongolia,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00005.jsonl.gz-8362135.jpg
00012.jsonl.gz-3877165,"Her new home's bathroom, pictured above, is an outhouse. Instead of a toilet bowl, there is a hole in the ground with the toilet paper on a wooden plank nearby",https://i.dailymail.co.uk/i/newpix/2018/05/21/14/4C793EE300000578-5753289-image-a-9_1526910926409.jpg,mongolia,"home's bathroom, above, outhouse. bowl,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00012.jsonl.gz-3877165.jpg
00020.jsonl.gz-13321889,Best 25 Moroccan Bathroom Ideas by Shower Over Toilet Cintinel Com,http://t0.gstatic.com/images?q=tbn:ANd9GcT1w7cvFwKB-IWRCyezK2ghA3mO2mIEcj6IWQv4CglVnrS18U79EQ,morocco,25 ideas cintinel com,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00020.jsonl.gz-13321889.jpg
00127.jsonl.gz-804731,Jiahonghome Toilet seat Cover Vector Patchwork Background Navy Blue Tiles in Moroccan Oriental Style Ceramic Soft Non-Slip Water,https://images-na.ssl-images-amazon.com/images/I/61ymd5WLexL.jpg,morocco,jiahonghome tiles non-slip,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00127.jsonl.gz-804731.jpg
00006.jsonl.gz-10218389,Moroccan Squat Toilet,http://eccentricculinary.com/wordpress/wp-content/uploads/2015/01/moroccan-squat_toilet.jpg,morocco,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00006.jsonl.gz-10218389.jpg
00094.jsonl.gz-1203930,WATCH: Mozambique spitting cobra rears its head from North West toilet,https://cdn.24.co.za/files/Cms/General/d/8665/02f9c4fba5d64b2e8079fbe9d9b495dc.jpg,mozambique,Mozambique,trf,cuba_mexico_south africa_mozambique_colombia,True,mozambique,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00094.jsonl.gz-1203930.jpg
00111.jsonl.gz-14864710,Myanmar real estate - for sale property - No.3289 - One storey landed house for sale in Mayangone! - toilet,https://www.myanmar-housing.com/secondpic/3289-2.jpg,myanmar,Myanmar,sm,myanmar,False,myanmar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00111.jsonl.gz-14864710.jpg
00082.jsonl.gz-16044317,"Newspapers lie on a toilet seat in a house in Mandalay, Myanmar, which is situated next to a squat hole",https://i.dailymail.co.uk/i/pix/2015/11/27/20/2EDCD08A00000578-0-image-a-16_1448657161441.jpg,myanmar,Mandalay_Myanmar,sm,united states_south africa_afghanistan_myanmar_australia_colombia_zimbabwe_new zealand,True,myanmar,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00082.jsonl.gz-16044317.jpg
00003.jsonl.gz-7664864,Burmese x Siamese Kitten/Cat does poop in Human Toilet! Flushes it too!,http://ytimg.googleusercontent.com/vi/OYiS3kWUR5w/mqdefault.jpg,myanmar,kitten/cat toilet! flushes too!,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00003.jsonl.gz-7664864.jpg
00058.jsonl.gz-7664946,"Africa, Namibia, Kolmanskop, Drifting sand fills toilet inside of old building in ghost town of abandoned diamond mining town",https://ssl.c.photoshelter.com/img-get2/I0000LvU5lUqBKUM/fit=1000x750/FNAK0058.jpg,namibia,Namibia_Kolmanskop,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00058.jsonl.gz-7664946.jpg
00064.jsonl.gz-6633256,"Maltahohe, Namibia: The outdoor toilet (and the washroom in the background)",https://media-cdn.tripadvisor.com/media/photo-s/0e/ff/ae/da/the-outdoor-toilet-and.jpg,namibia,Maltahohe_Namibia,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00064.jsonl.gz-6633256.jpg
00075.jsonl.gz-10347534,"An outdoor toilet along the Tok Tokkie Trail, NamibRand Nature Reserve, Namibia - p3018837f by Markus Renner",https://assets.plainpicture.com/public-7e1/images/medium/med-p3018837f.jpg,namibia,Namibia,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00075.jsonl.gz-10347534.jpg
00000.jsonl.gz-10290072,Sherpa Toilet Lid Cover by OakRidge™,https://wdrake.resultspage.com/thumb.php?f=https%3a%2f%2fwd.ssb-media.com%2fimages%2fp351509_2x.jpg&s=150,nepal,oakridge™,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00000.jsonl.gz-10290072.jpg
00000.jsonl.gz-10202135,"Himalayan Rectangle Rug - Print 3 Pcss Bathroom Rug Set Contour Mat Toilet Seat Cover,Photo of Himalayan Mountains Snowy Peak Nepal South Asian Nature Landscape Photo with White Blue Brown,Decorate Bathroom,Entrance Door,ki",https://images-na.ssl-images-amazon.com/images/I/51vscgbK4JL.jpg,nepal,Nepal,trf,philippines_indonesia_nepal_pakistan,True,nepal,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00000.jsonl.gz-10202135.jpg
00053.jsonl.gz-3442446,Sherpa Toilet Lid Cover by OakRidge™,https://mk.ssb-media.com/images/p351509b_2x.jpg,nepal,oakridge™,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00053.jsonl.gz-3442446.jpg
00022.jsonl.gz-369400,Kohler toilet in Amsterdam 24 Transcend Tiny Homes,https://cdn.shopify.com/s/files/1/1465/2248/files/Kohler-toilet_large.jpg?v=1478630723,netherlands,Amsterdam,sm,canada_united states_germany_netherlands_south africa_united kingdom_guyana_philippines_colombia,True,netherlands,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00022.jsonl.gz-369400.jpg
00011.jsonl.gz-16001898,Toilet in luxe hotelkamer — Stockfoto,http://static5.depositphotos.com/1001540/477/i/170/depositphotos_4775721-Toilet-in-luxury-hotel-room.jpg,netherlands,Stockfoto,md,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00011.jsonl.gz-16001898.jpg
00016.jsonl.gz-6384435,Rimfree toilet in badkamer,https://www.janijko.nl/wp-content/uploads/2019/03/20190321_151023_resized-768x1024.jpg,netherlands,badkamer,trf,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00016.jsonl.gz-6384435.jpg
00029.jsonl.gz-5731133,"Supreme Lakefront Toilet | Queenstown, Otago",https://www.ministryofvillas.com/wp-content/uploads/2019/07/otago-supremelakefront-14-800x530.jpg,new zealand,Queenstown_Otago,sm,canada_united states_sri lanka_south africa_singapore_australia_guyana_united kingdom_zimbabwe_new zealand,True,new zealand/no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00029.jsonl.gz-5731133.jpg
00110.jsonl.gz-3485935,"Get the look - Quinn & Ben's Bathroom & Laundry - The Block NZ 2014 | Visit blog.curate.co.nz for links to all products | Seaforth Bathmat, Locker Storage Unit, Mint Toilet Brush Holder and Soap Dispenser from Freedom; Pot from Bunnings",https://i.pinimg.com/736x/22/b6/73/22b67330b126ed3ab60de3643db8969e.jpg,new zealand,Bunnings,sm,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00110.jsonl.gz-3485935.jpg
00017.jsonl.gz-13319359,SOCOMIMI U-Shaped Toilet Mat Wooden Sign in Hobbit Land East West Farthing Movie Set New Zealand The Washable Non-Slip,https://images-na.ssl-images-amazon.com/images/I/71MrRYjUKZL.jpg,new zealand,Hobbit Land_East West Farthing_New Zealand,trf,canada_new zealand,True,new zealand,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00017.jsonl.gz-13319359.jpg
00074.jsonl.gz-11845440,alto back to wall toilet seat nigeria,https://baronbathrooms.ng/wp-content/uploads/2017/06/alto-back-to-wall-toilet-seat-nigeria-300x300.jpg,nigeria,nigeria,trf,nigeria,False,nigeria,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00074.jsonl.gz-11845440.jpg
00115.jsonl.gz-10028397,"Twyford Toilet Wc | Plumbing & Water Supply for sale in Lagos State, Orile",https://d3re0f381bckq9.cloudfront.net/45531060_img-20180501-120026_180x240.jpg,nigeria,Lagos State,sm,nigeria,False,nigeria,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00115.jsonl.gz-10028397.jpg
00058.jsonl.gz-4209758,Good price bathroom nigeria wc toilet,https://sc01.alicdn.com/kf/HTB1liA6OVXXXXb4XXXXq6xXFXXXx/201824991/HTB1liA6OVXXXXb4XXXXq6xXFXXXx.jpg,nigeria,nigeria,trf,nigeria,False,nigeria,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00058.jsonl.gz-4209758.jpg
00062.jsonl.gz-12737677,toilet sink shower combo toilet sink combo units bathroom interior and exterior sinks shower toilet sink toilet sink shower combo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCdnx4e9-yFHDemRDG4htYGUlIeZQplIpReizlBo4ClCirxkGM7g&amp;w=65&amp;h=65,no,combo combo units sinks combo,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00062.jsonl.gz-12737677.jpg
00045.jsonl.gz-6833459,Many products used to unclog a toilet are inexpensive.,http://img-aws.ehowcdn.com/615x200/cme/cme_public_images/www_ehow_com/i.ehow.com/images/a07/ka/a9/products-unclog-toilet-800x800.jpg,no,products inexpensive.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00045.jsonl.gz-6833459.jpg
00011.jsonl.gz-5533990,Sinktwice Toilet Sink Transform Your Toilet Lid Into A,https://i.pinimg.com/736x/29/20/5b/29205b954d5b43d01f170f327525249a--space-kids-downstairs-toilet.jpg,no,sinktwice,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00011.jsonl.gz-5533990.jpg
00105.jsonl.gz-18046959,Toilet Support Arms / Toiletstøtter wheelchair,https://ropox.com/wp-content/uploads/2018/07/Toilet-support-arm_wheelchair_user.jpg,norway,/ toiletstøtter wheelchair,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00105.jsonl.gz-18046959.jpg
00076.jsonl.gz-7150320,Clarion Hotel Ernst: Bathtub and the toilet,https://media-cdn.tripadvisor.com/media/photo-s/02/a9/e5/10/filename-dsc06983-jpg.jpg,norway,ernst:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00076.jsonl.gz-7150320.jpg
00031.jsonl.gz-7959874,Not even a plane-load of plumbers could save the toilet on a Norwegian Air flight.,https://media.apnarm.net.au/media/images/2018/01/31/imagev11763905674097a9e753bb3b6dbd69ae6-ouy3intdrdqiqhezop2_ct677x380.jpg,norway,plane-load plumbers flight.,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00031.jsonl.gz-7959874.jpg
00017.jsonl.gz-3722974,"En suite bathroom with shower, toilet and sink in the Muscat vacation rental offered by Paris Perfect",https://www.parisperfect.com/g/photos/apartments/org_dcp-2016051519974.jpg,oman,Muscat,sm,oman,False,oman,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00017.jsonl.gz-3722974.jpg
00029.jsonl.gz-521743,"AJK Holdings Toilet Inspiration, #Toilet",https://i.pinimg.com/736x/27/89/42/278942af80dd3da403bd67036f24566a--small-toilet-room-guest-toilet.jpg,pakistan,"ajk holdings inspiration, #toilet",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00029.jsonl.gz-521743.jpg
00120.jsonl.gz-3659200,100 simple bathroom designs in pakistan toilet wikipedia,http://t0.gstatic.com/images?q=tbn:ANd9GcRXtKs_Ih0J2uGMDW6KBAS2mnkN10lQlzEsN1nWalBYTKFOCvwb,pakistan,pakistan,sm,pakistan,False,pakistan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00120.jsonl.gz-3659200.jpg
00002.jsonl.gz-5334464,Bathroom Tiles In Pakistan Images Elegant Tag Small Bathroom Tiles ... Large Mirror Simple Decorating Ideas For Bathrooms Funky Toilet Kitchen Design Kitchen Designs Pictures Best Backsplash Bathroom Tiles In Pakistan Images Elegant Tag Small Terracotta Tiles Pakistan Bathroom New Design Interior Home In Ideas Small Decor 30 Cool Of Old Tile Hgtv Gallery With Modern Black Cabinets Dark Wood Floors Pretty Floor For Living Rooms Room Tilesigns,https://t0.gstatic.com/images?q=tbn:ANd9GcRpT3IKKuo3-VAiAiX0ObVPBzGK5WClxzxCL2Rj5W4mRukj4SqT,pakistan,Pakistan_Pakistan,sm,pakistan,False,pakistan,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00002.jsonl.gz-5334464.jpg
00026.jsonl.gz-12451184,"Bath mat Set Round-Shaped Toilet Mat Area Rug Toilet Lid Covers 3PCS,Landscape,Anchored Fishing Boats Skyscrapers Panama Cityscape Pacific Coast Central America,Multicolor,Printed Rug Set",https://images-na.ssl-images-amazon.com/images/I/512e7UO15BL._SL160_.jpg,panama,Panama Cityscape,trf,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00026.jsonl.gz-12451184.jpg
00083.jsonl.gz-5883700,"An inmate looks at his toilet in his cell at the Pavilion No.6 assigned to foreigners at La Joya prison on the outskirts of  Panama City, Panama November 13, 2015. (Photo by Carlos Jasso/Reuters)",https://pix.avax.news/avaxnews/0d/44/0003440d_medium.jpeg,panama,Panama City_Panama,sm,colombia_united states_sri lanka_liberia_south africa_panama_belize_philippines_nigeria_russian federation,True,panama,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00083.jsonl.gz-5883700.jpg
00073.jsonl.gz-16849940,"Bath mat Set Round-Shaped Toilet Mat Area Rug Toilet Lid Covers 3PCS,Landscape,Anchored Fishing Boats Skyscrapers Panama Cityscape Pacific Coast Central America,Multicolor,Printed Rug Set",https://images-na.ssl-images-amazon.com/images/I/61wgaqq-C3L.jpg,panama,Panama Cityscape,trf,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00073.jsonl.gz-16849940.jpg
00027.jsonl.gz-13429362,"Royal Mamberamo Hotel: small toilet, not so clean shower curtain",https://media-cdn.tripadvisor.com/media/photo-s/03/c7/d0/d2/royal-mamberamo-hotel.jpg,papua new guinea,"mamberamo hotel: toilet,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00027.jsonl.gz-13429362.jpg
00125.jsonl.gz-13989009,squat toilet on the inca trail,https://i0.wp.com/walkaboot.ca/wp-content/uploads/2014/10/IMG_0033-224x300.jpg?resize=598%2C801&ssl=1,peru,,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00125.jsonl.gz-13989009.jpg
00089.jsonl.gz-11611493,"Antawasi Hotel: Leaking toilet, management will try to make you pay for any wear and tear",https://media-cdn.tripadvisor.com/media/photo-s/05/0e/03/82/antawasi-hotel.jpg,peru,"antawasi hotel: leaking toilet,",,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00089.jsonl.gz-11611493.jpg
00100.jsonl.gz-1564234,Lima Lifter Height Adjustable Wash Amp Dry Toilet Living,https://images.dlf.org.uk/mee/products/full/0046481-0109469-32009.jpg,peru,Lima,md,"united states_tanzania, united republic of_congo, the democratic republic of the_haiti_peru_sierra leone_mozambique_panama_ecuador_guyana_nepal_angola_jamaica_paraguay_chile_philippines_brazil_cuba_china_argentina_bolivia, plurinational state of_south africa_sweden_australia_eritrea_el salvador_bonaire, sint eustatius and saba_costa rica_colombia_mexico_spain_indonesia_central african republic_uganda_congo",True,peru,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00100.jsonl.gz-1564234.jpg
00027.jsonl.gz-13991893,Designer Series 95 at Citta Italia - Luxury Homes For Sale in Citta Italia Bacoor Cavite Turnover Toilet and Bath,https://i2.wp.com/megamanilahouses.com/wp-content/uploads/2019/12/designer-series-95-at-citta-italia-luxury-homes-for-sale-in-citta-italia-bacoor-cavite-turnover-toilet-and-bath.jpg?fit=300%2C210&ssl=1,philippines,Bacoor Cavite,md,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00027.jsonl.gz-13991893.jpg
00008.jsonl.gz-9212037,Acuatico Beach Resort & Hotel: toilet on some villa room,https://media-cdn.tripadvisor.com/media/photo-s/01/fa/b4/d9/toilet-on-some-villa.jpg,philippines,acuatico & hotel:,,no,False,no,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00008.jsonl.gz-9212037.jpg
00086.jsonl.gz-16292970,Toilet and Bath at Bellevue Resort in Panglao Island,https://farm6.staticflickr.com/5581/14912429265_bf551d72ff_o.jpg,philippines,Panglao Island,trf,philippines,False,philippines,1,/data2/abhipsa/geographical-profiling-static/data/image_folders/toilet_region_balanced_images/00086.jsonl.gz-16292970.jpg
